Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
38658	2.0000	1.2369	1.2315
38659	2.0000	1.2369	1.2315
38660	1.0000	0.6184	0.6158
38661	2.0000	1.2369	1.2315
38662	1.0000	0.6184	0.6158
38663	2.0000	1.2369	1.2315
38664	2.0000	1.2369	1.2315
38665	1.0000	0.6184	0.6158
38666	2.0000	1.2369	1.2315
38667	1.0000	0.6184	0.6158
38668	2.0000	1.2369	1.2315
38669	2.0000	1.2369	1.2315
38670	2.0000	1.2369	1.2315
38671	1.0000	0.6184	0.6158
38672	2.0000	1.2369	1.2315
38673	1.0000	0.6184	0.6158
38674	2.0000	1.2369	1.2315
38675	1.0000	0.6184	0.6158
38676	1.0000	0.6184	0.6158
38677	2.0000	1.2369	1.2315
38678	2.0000	1.2369	1.2315
38679	2.0000	1.2369	1.2315
38680	2.0000	1.2369	1.2315
38681	1.0000	0.6184	0.6158
38682	2.0000	1.2369	1.2315
38683	2.0000	1.2369	1.2315
38684	1.0000	0.6184	0.6158
38685	2.0000	1.2369	1.2315
38686	1.0000	0.6184	0.6158
38687	2.0000	1.2369	1.2315
38688	1.0000	0.6184	0.6158
38689	2.0000	1.2369	1.2315
38690	2.0000	1.2369	1.2315
38691	1.0000	0.6184	0.6158
38692	2.0000	1.2369	1.2315
38693	1.0000	0.6184	0.6158
38694	2.0000	1.2369	1.2315
38695	2.0000	1.2369	1.2315
38696	2.0000	1.2369	1.2315
38697	2.0000	1.2369	1.2315
38698	1.0000	0.6184	0.6158
38699	2.0000	1.2369	1.2315
38700	2.0000	1.2369	1.2315
38701	2.0000	1.2369	1.2315
38702	2.0000	1.2369	1.2315
38703	2.0000	1.2369	1.2315
38704	2.0000	1.2369	1.2315
38705	2.0000	1.2369	1.2315
38706	2.0000	1.2369	1.2315
38707	2.0000	1.2369	1.2315
38708	2.0000	1.2369	1.2315
38709	1.0000	0.6184	0.6158
38710	2.0000	1.2369	1.2315
38711	2.0000	1.2369	1.2315
38712	1.0000	0.6184	0.6158
38713	1.0000	0.6184	0.6158
38714	0.0000	0.0000	0.0000
38715	2.0000	1.2369	1.2315
38716	1.0000	0.6184	0.6158
38717	2.0000	1.2369	1.2315
38718	1.0000	0.6184	0.6158
38719	2.0000	1.2369	1.2315
38720	2.0000	1.2369	1.2315
38721	1.0000	0.6184	0.6158
38722	2.0000	1.2369	1.2315
38723	1.0000	0.6184	0.6158
38724	2.0000	1.2369	1.2315
38725	1.0000	0.6184	0.6158
38726	2.0000	1.2369	1.2315
38727	2.0000	1.2369	1.2315
38728	2.0000	1.2369	1.2315
38729	2.0000	1.2369	1.2315
38730	2.0000	1.2369	1.2315
38731	2.0000	1.2369	1.2315
38732	2.0000	1.2369	1.2315
38733	1.0000	0.6184	0.6158
38734	1.0000	0.6184	0.6158
38735	2.0000	1.2369	1.2315
38736	2.0000	1.2369	1.2315
38737	2.0000	1.2369	1.2315
38738	2.0000	1.2369	1.2315
38739	2.0000	1.2369	1.2315
38740	2.0000	1.2369	1.2315
38741	2.0000	1.2369	1.2315
38742	1.0000	0.6184	0.6158
38743	2.0000	1.2369	1.2315
38744	2.0000	1.2369	1.2315
38745	2.0000	1.2369	1.2315
38746	2.0000	1.2369	1.2315
38747	1.0000	0.6184	0.6158
38748	1.0000	0.6184	0.6158
38749	1.0000	0.6184	0.6158
38750	2.0000	1.2369	1.2315
38751	1.0000	0.6184	0.6158
38752	1.0000	0.6184	0.6158
38753	2.0000	1.2369	1.2315
38754	2.0000	1.2369	1.2315
38755	2.0000	1.2369	1.2315
38756	2.0000	1.2369	1.2315
38757	0.0000	0.0000	0.0000
38758	2.0000	1.2369	1.2315
38759	0.0000	0.0000	0.0000
38760	2.0000	1.2369	1.2315
38761	2.0000	1.2369	1.2315
38762	2.0000	1.2369	1.2315
38763	1.0000	0.6184	0.6158
38764	2.0000	1.2369	1.2315
38765	1.0000	0.6184	0.6158
38766	1.0000	0.6184	0.6158
38767	2.0000	1.2369	1.2315
38768	2.0000	1.2369	1.2315
38769	1.0000	0.6184	0.6158
38770	1.0000	0.6184	0.6158
38771	2.0000	1.2369	1.2315
38772	2.0000	1.2369	1.2315
38773	2.0000	1.2369	1.2315
38774	2.0000	1.2369	1.2315
38775	1.0000	0.6184	0.6158
38776	1.0000	0.6184	0.6158
38777	2.0000	1.2369	1.2315
38778	2.0000	1.2369	1.2315
38779	2.0000	1.2369	1.2315
38780	2.0000	1.2369	1.2315
38781	1.0000	0.6184	0.6158
38782	2.0000	1.2369	1.2315
38783	2.0000	1.2369	1.2315
38784	2.0000	1.2369	1.2315
38785	2.0000	1.2369	1.2315
38786	2.0000	1.2369	1.2315
38787	2.0000	1.2369	1.2315
38788	1.0000	0.6184	0.6158
38789	1.0000	0.6184	0.6158
38790	2.0000	1.2369	1.2315
38791	2.0000	1.2369	1.2315
38792	0.0000	0.0000	0.0000
38793	2.0000	1.2369	1.2315
38794	2.0000	1.2369	1.2315
38795	2.0000	1.2369	1.2315
38796	2.0000	1.2369	1.2315
38797	2.0000	1.2369	1.2315
38798	2.0000	1.2369	1.2315
38799	2.0000	1.2369	1.2315
38800	0.0000	0.0000	0.0000
38801	2.0000	1.2369	1.2315
38802	1.0000	0.6184	0.6158
38803	1.0000	0.6184	0.6158
38804	2.0000	1.2369	1.2315
38805	2.0000	1.2369	1.2315
38806	1.0000	0.6184	0.6158
38807	2.0000	1.2369	1.2315
38808	2.0000	1.2369	1.2315
38809	0.0000	0.0000	0.0000
38810	1.0000	0.6184	0.6158
38811	2.0000	1.2369	1.2315
38812	1.0000	0.6184	0.6158
38813	1.0000	0.6184	0.6158
38814	2.0000	1.2369	1.2315
38815	2.0000	1.2369	1.2315
38816	2.0000	1.2369	1.2315
38817	1.0000	0.6184	0.6158
38818	2.0000	1.2369	1.2315
38819	2.0000	1.2369	1.2315
38820	2.0000	1.2369	1.2315
38821	1.0000	0.6184	0.6158
38822	2.0000	1.2369	1.2315
38823	1.0000	0.6184	0.6158
38824	2.0000	1.2369	1.2315
38825	2.0000	1.2369	1.2315
38826	1.0000	0.6184	0.6158
38827	2.0000	1.2369	1.2315
38828	2.0000	1.2369	1.2315
38829	2.0000	1.2369	1.2315
38830	2.0000	1.2369	1.2315
38831	1.0000	0.6184	0.6158
38832	2.0000	1.2369	1.2315
38833	1.0000	0.6184	0.6158
38834	2.0000	1.2369	1.2315
38835	2.0000	1.2369	1.2315
38836	0.0000	0.0000	0.0000
38837	2.0000	1.2369	1.2315
38838	1.0000	0.6184	0.6158
38839	1.0000	0.6184	0.6158
38840	2.0000	1.2369	1.2315
38841	2.0000	1.2369	1.2315
38842	1.0000	0.6184	0.6158
38843	2.0000	1.2369	1.2315
38844	1.0000	0.6184	0.6158
38845	2.0000	1.2369	1.2315
38846	0.0000	0.0000	0.0000
38847	2.0000	1.2369	1.2315
38848	2.0000	1.2369	1.2315
38849	2.0000	1.2369	1.2315
38850	2.0000	1.2369	1.2315
38851	2.0000	1.2369	1.2315
38852	2.0000	1.2369	1.2315
38853	2.0000	1.2369	1.2315
38854	2.0000	1.2369	1.2315
38855	1.0000	0.6184	0.6158
38856	1.0000	0.6184	0.6158
38857	2.0000	1.2369	1.2315
38858	2.0000	1.2369	1.2315
38859	1.0000	0.6184	0.6158
38860	2.0000	1.2369	1.2315
38861	1.0000	0.6184	0.6158
38862	2.0000	1.2369	1.2315
38863	2.0000	1.2369	1.2315
38864	1.0000	0.6184	0.6158
38865	1.0000	0.6184	0.6158
38866	2.0000	1.2369	1.2315
38867	1.0000	0.6184	0.6158
38868	1.0000	0.6184	0.6158
38869	1.0000	0.6184	0.6158
38870	2.0000	1.2369	1.2315
38871	2.0000	1.2369	1.2315
38872	1.0000	0.6184	0.6158
38873	2.0000	1.2369	1.2315
38874	1.0000	0.6184	0.6158
38875	2.0000	1.2369	1.2315
38876	2.0000	1.2369	1.2315
38877	2.0000	1.2369	1.2315
38878	2.0000	1.2369	1.2315
38879	2.0000	1.2369	1.2315
38880	2.0000	1.2369	1.2315
38881	2.0000	1.2369	1.2315
38882	2.0000	1.2369	1.2315
38883	1.0000	0.6184	0.6158
38884	2.0000	1.2369	1.2315
38885	2.0000	1.2369	1.2315
38886	2.0000	1.2369	1.2315
38887	1.0000	0.6184	0.6158
38888	2.0000	1.2369	1.2315
38889	2.0000	1.2369	1.2315
38890	2.0000	1.2369	1.2315
38891	1.0000	0.6184	0.6158
38892	2.0000	1.2369	1.2315
38893	1.0000	0.6184	0.6158
38894	2.0000	1.2369	1.2315
38895	2.0000	1.2369	1.2315
38896	2.0000	1.2369	1.2315
38897	2.0000	1.2369	1.2315
38898	2.0000	1.2369	1.2315
38899	2.0000	1.2369	1.2315
38900	2.0000	1.2369	1.2315
38901	2.0000	1.2369	1.2315
38902	2.0000	1.2369	1.2315
38903	0.0000	0.0000	0.0000
38904	2.0000	1.2369	1.2315
38905	1.0000	0.6184	0.6158
38906	1.0000	0.6184	0.6158
38907	1.0000	0.6184	0.6158
38908	1.0000	0.6184	0.6158
38909	1.0000	0.6184	0.6158
38910	2.0000	1.2369	1.2315
38911	2.0000	1.2369	1.2315
38912	2.0000	1.2369	1.2315
38913	2.0000	1.2369	1.2315
38914	2.0000	1.2369	1.2315
38915	2.0000	1.2369	1.2315
38916	2.0000	1.2369	1.2315
38917	2.0000	1.2369	1.2315
38918	2.0000	1.2369	1.2315
38919	2.0000	1.2369	1.2315
38920	1.0000	0.6184	0.6158
38921	2.0000	1.2369	1.2315
38922	2.0000	1.2369	1.2315
38923	2.0000	1.2369	1.2315
38924	2.0000	1.2369	1.2315
38925	2.0000	1.2369	1.2315
38926	2.0000	1.2369	1.2315
38927	2.0000	1.2369	1.2315
38928	2.0000	1.2369	1.2315
38929	1.0000	0.6184	0.6158
38930	2.0000	1.2369	1.2315
38931	2.0000	1.2369	1.2315
38932	2.0000	1.2369	1.2315
38933	2.0000	1.2369	1.2315
38934	2.0000	1.2369	1.2315
38935	1.0000	0.6184	0.6158
38936	0.0000	0.0000	0.0000
38937	2.0000	1.2369	1.2315
38938	2.0000	1.2369	1.2315
38939	1.0000	0.6184	0.6158
38940	2.0000	1.2369	1.2315
38941	1.0000	0.6184	0.6158
38942	2.0000	1.2369	1.2315
38943	1.0000	0.6184	0.6158
38944	1.0000	0.6184	0.6158
38945	2.0000	1.2369	1.2315
38946	0.0000	0.0000	0.0000
38947	2.0000	1.2369	1.2315
38948	1.0000	0.6184	0.6158
38949	2.0000	1.2369	1.2315
38950	1.0000	0.6184	0.6158
38951	2.0000	1.2369	1.2315
38952	1.0000	0.6184	0.6158
38953	2.0000	1.2369	1.2315
38954	2.0000	1.2369	1.2315
38955	2.0000	1.2369	1.2315
38956	0.0000	0.0000	0.0000
38957	2.0000	1.2369	1.2315
38958	1.0000	0.6184	0.6158
38959	1.0000	0.6184	0.6158
38960	2.0000	1.2369	1.2315
38961	2.0000	1.2369	1.2315
38962	2.0000	1.2369	1.2315
38963	2.0000	1.2369	1.2315
38964	2.0000	1.2369	1.2315
38965	2.0000	1.2369	1.2315
38966	2.0000	1.2369	1.2315
38967	1.0000	0.6184	0.6158
38968	1.0000	0.6184	0.6158
38969	2.0000	1.2369	1.2315
38970	2.0000	1.2369	1.2315
38971	2.0000	1.2369	1.2315
38972	2.0000	1.2369	1.2315
38973	2.0000	1.2369	1.2315
38974	2.0000	1.2369	1.2315
38975	1.0000	0.6184	0.6158
38976	2.0000	1.2369	1.2315
38977	2.0000	1.2369	1.2315
38978	2.0000	1.2369	1.2315
38979	1.0000	0.6184	0.6158
38980	1.0000	0.6184	0.6158
38981	2.0000	1.2369	1.2315
38982	2.0000	1.2369	1.2315
38983	2.0000	1.2369	1.2315
38984	2.0000	1.2369	1.2315
38985	2.0000	1.2369	1.2315
38986	2.0000	1.2369	1.2315
38987	1.0000	0.6184	0.6158
38988	2.0000	1.2369	1.2315
38989	2.0000	1.2369	1.2315
38990	1.0000	0.6184	0.6158
38991	1.0000	0.6184	0.6158
38992	1.0000	0.6184	0.6158
38993	2.0000	1.2369	1.2315
38994	2.0000	1.2369	1.2315
38995	2.0000	1.2369	1.2315
38996	2.0000	1.2369	1.2315
38997	2.0000	1.2369	1.2315
38998	2.0000	1.2369	1.2315
38999	2.0000	1.2369	1.2315
39000	2.0000	1.2369	1.2315
39001	2.0000	1.2369	1.2315
39002	2.0000	1.2369	1.2315
39003	1.0000	0.6184	0.6158
39004	2.0000	1.2369	1.2315
39005	1.0000	0.6184	0.6158
39006	2.0000	1.2369	1.2315
39007	2.0000	1.2369	1.2315
39008	2.0000	1.2369	1.2315
39009	2.0000	1.2369	1.2315
39010	1.0000	0.6184	0.6158
39011	2.0000	1.2369	1.2315
39012	1.0000	0.6184	0.6158
39013	1.0000	0.6184	0.6158
39014	2.0000	1.2369	1.2315
39015	1.0000	0.6184	0.6158
39016	0.0000	0.0000	0.0000
39017	1.0000	0.6184	0.6158
39018	1.0000	0.6184	0.6158
39019	2.0000	1.2369	1.2315
39020	1.0000	0.6184	0.6158
39021	2.0000	1.2369	1.2315
39022	2.0000	1.2369	1.2315
39023	2.0000	1.2369	1.2315
39024	2.0000	1.2369	1.2315
39025	2.0000	1.2369	1.2315
39026	2.0000	1.2369	1.2315
39027	0.0000	0.0000	0.0000
39028	2.0000	1.2369	1.2315
39029	2.0000	1.2369	1.2315
39030	0.0000	0.0000	0.0000
39031	2.0000	1.2369	1.2315
39032	1.0000	0.6184	0.6158
39033	1.0000	0.6184	0.6158
39034	2.0000	1.2369	1.2315
39035	2.0000	1.2369	1.2315
39036	2.0000	1.2369	1.2315
39037	2.0000	1.2369	1.2315
39038	2.0000	1.2369	1.2315
39039	2.0000	1.2369	1.2315
39040	2.0000	1.2369	1.2315
39041	2.0000	1.2369	1.2315
39042	1.0000	0.6184	0.6158
39043	1.0000	0.6184	0.6158
39044	2.0000	1.2369	1.2315
39045	2.0000	1.2369	1.2315
39046	1.0000	0.6184	0.6158
39047	2.0000	1.2369	1.2315
39048	2.0000	1.2369	1.2315
39049	2.0000	1.2369	1.2315
39050	1.0000	0.6184	0.6158
39051	2.0000	1.2369	1.2315
39052	2.0000	1.2369	1.2315
39053	1.0000	0.6184	0.6158
39054	2.0000	1.2369	1.2315
39055	2.0000	1.2369	1.2315
39056	2.0000	1.2369	1.2315
39057	2.0000	1.2369	1.2315
39058	1.0000	0.6184	0.6158
39059	2.0000	1.2369	1.2315
39060	1.0000	0.6184	0.6158
39061	2.0000	1.2369	1.2315
39062	1.0000	0.6184	0.6158
39063	1.0000	0.6184	0.6158
39064	1.0000	0.6184	0.6158
39065	2.0000	1.2369	1.2315
39066	2.0000	1.2369	1.2315
39067	2.0000	1.2369	1.2315
39068	2.0000	1.2369	1.2315
39069	2.0000	1.2369	1.2315
39070	2.0000	1.2369	1.2315
39071	2.0000	1.2369	1.2315
39072	1.0000	0.6184	0.6158
39073	1.0000	0.6184	0.6158
39074	2.0000	1.2369	1.2315
39075	1.0000	0.6184	0.6158
39076	2.0000	1.2369	1.2315
39077	2.0000	1.2369	1.2315
39078	2.0000	1.2369	1.2315
39079	1.0000	0.6184	0.6158
39080	2.0000	1.2369	1.2315
39081	2.0000	1.2369	1.2315
39082	2.0000	1.2369	1.2315
39083	2.0000	1.2369	1.2315
39084	1.0000	0.6184	0.6158
39085	2.0000	1.2369	1.2315
39086	2.0000	1.2369	1.2315
39087	2.0000	1.2369	1.2315
39088	1.0000	0.6184	0.6158
39089	1.0000	0.6184	0.6158
39090	2.0000	1.2369	1.2315
39091	2.0000	1.2369	1.2315
39092	1.0000	0.6184	0.6158
39093	2.0000	1.2369	1.2315
39094	1.0000	0.6184	0.6158
39095	2.0000	1.2369	1.2315
39096	2.0000	1.2369	1.2315
39097	2.0000	1.2369	1.2315
39098	2.0000	1.2369	1.2315
39099	0.0000	0.0000	0.0000
39100	1.0000	0.6184	0.6158
39101	2.0000	1.2369	1.2315
39102	2.0000	1.2369	1.2315
39103	1.0000	0.6184	0.6158
39104	1.0000	0.6184	0.6158
39105	2.0000	1.2369	1.2315
39106	1.0000	0.6184	0.6158
39107	2.0000	1.2369	1.2315
39108	2.0000	1.2369	1.2315
39109	1.0000	0.6184	0.6158
39110	2.0000	1.2369	1.2315
39111	2.0000	1.2369	1.2315
39112	1.0000	0.6184	0.6158
39113	2.0000	1.2369	1.2315
39114	2.0000	1.2369	1.2315
39115	2.0000	1.2369	1.2315
39116	2.0000	1.2369	1.2315
39117	2.0000	1.2369	1.2315
39118	2.0000	1.2369	1.2315
39119	2.0000	1.2369	1.2315
39120	2.0000	1.2369	1.2315
39121	2.0000	1.2369	1.2315
39122	2.0000	1.2369	1.2315
39123	2.0000	1.2369	1.2315
39124	2.0000	1.2369	1.2315
39125	1.0000	0.6184	0.6158
39126	2.0000	1.2369	1.2315
39127	2.0000	1.2369	1.2315
39128	2.0000	1.2369	1.2315
39129	2.0000	1.2369	1.2315
39130	1.0000	0.6184	0.6158
39131	2.0000	1.2369	1.2315
39132	2.0000	1.2369	1.2315
39133	2.0000	1.2369	1.2315
39134	2.0000	1.2369	1.2315
39135	2.0000	1.2369	1.2315
39136	1.0000	0.6184	0.6158
39137	2.0000	1.2369	1.2315
39138	2.0000	1.2369	1.2315
39139	2.0000	1.2369	1.2315
39140	2.0000	1.2369	1.2315
39141	2.0000	1.2369	1.2315
39142	1.0000	0.6184	0.6158
39143	2.0000	1.2369	1.2315
39144	2.0000	1.2369	1.2315
39145	2.0000	1.2369	1.2315
39146	2.0000	1.2369	1.2315
39147	1.0000	0.6184	0.6158
39148	2.0000	1.2369	1.2315
39149	2.0000	1.2369	1.2315
39150	2.0000	1.2369	1.2315
39151	2.0000	1.2369	1.2315
39152	2.0000	1.2369	1.2315
39153	2.0000	1.2369	1.2315
39154	1.0000	0.6184	0.6158
39155	2.0000	1.2369	1.2315
39156	2.0000	1.2369	1.2315
39157	2.0000	1.2369	1.2315
39158	2.0000	1.2369	1.2315
39159	2.0000	1.2369	1.2315
39160	2.0000	1.2369	1.2315
39161	2.0000	1.2369	1.2315
39162	2.0000	1.2369	1.2315
39163	2.0000	1.2369	1.2315
39164	1.0000	0.6184	0.6158
39165	0.0000	0.0000	0.0000
39166	2.0000	1.2369	1.2315
39167	2.0000	1.2369	1.2315
39168	2.0000	1.2369	1.2315
39169	2.0000	1.2369	1.2315
39170	2.0000	1.2369	1.2315
39171	2.0000	1.2369	1.2315
39172	2.0000	1.2369	1.2315
39173	1.0000	0.6184	0.6158
39174	2.0000	1.2369	1.2315
39175	1.0000	0.6184	0.6158
39176	2.0000	1.2369	1.2315
39177	2.0000	1.2369	1.2315
39178	2.0000	1.2369	1.2315
39179	1.0000	0.6184	0.6158
39180	2.0000	1.2369	1.2315
39181	2.0000	1.2369	1.2315
39182	2.0000	1.2369	1.2315
39183	2.0000	1.2369	1.2315
39184	2.0000	1.2369	1.2315
39185	1.0000	0.6184	0.6158
39186	1.0000	0.6184	0.6158
39187	2.0000	1.2369	1.2315
39188	2.0000	1.2369	1.2315
39189	2.0000	1.2369	1.2315
39190	2.0000	1.2369	1.2315
39191	2.0000	1.2369	1.2315
39192	1.0000	0.6184	0.6158
39193	2.0000	1.2369	1.2315
39194	1.0000	0.6184	0.6158
39195	2.0000	1.2369	1.2315
39196	2.0000	1.2369	1.2315
39197	1.0000	0.6184	0.6158
39198	2.0000	1.2369	1.2315
39199	2.0000	1.2369	1.2315
39200	1.0000	0.6184	0.6158
39201	2.0000	1.2369	1.2315
39202	2.0000	1.2369	1.2315
39203	2.0000	1.2369	1.2315
39204	1.0000	0.6184	0.6158
39205	2.0000	1.2369	1.2315
39206	2.0000	1.2369	1.2315
39207	2.0000	1.2369	1.2315
39208	2.0000	1.2369	1.2315
39209	1.0000	0.6184	0.6158
39210	0.0000	0.0000	0.0000
39211	2.0000	1.2369	1.2315
39212	2.0000	1.2369	1.2315
39213	2.0000	1.2369	1.2315
39214	1.0000	0.6184	0.6158
39215	2.0000	1.2369	1.2315
39216	2.0000	1.2369	1.2315
39217	1.0000	0.6184	0.6158
39218	2.0000	1.2369	1.2315
39219	2.0000	1.2369	1.2315
39220	2.0000	1.2369	1.2315
39221	2.0000	1.2369	1.2315
39222	2.0000	1.2369	1.2315
39223	2.0000	1.2369	1.2315
39224	1.0000	0.6184	0.6158
39225	0.0000	0.0000	0.0000
39226	1.0000	0.6184	0.6158
39227	2.0000	1.2369	1.2315
39228	1.0000	0.6184	0.6158
39229	1.0000	0.6184	0.6158
39230	2.0000	1.2369	1.2315
39231	2.0000	1.2369	1.2315
39232	2.0000	1.2369	1.2315
39233	1.0000	0.6184	0.6158
39234	2.0000	1.2369	1.2315
39235	2.0000	1.2369	1.2315
39236	2.0000	1.2369	1.2315
39237	2.0000	1.2369	1.2315
39238	2.0000	1.2369	1.2315
39239	2.0000	1.2369	1.2315
39240	2.0000	1.2369	1.2315
39241	2.0000	1.2369	1.2315
39242	2.0000	1.2369	1.2315
39243	2.0000	1.2369	1.2315
39244	2.0000	1.2369	1.2315
39245	2.0000	1.2369	1.2315
39246	2.0000	1.2369	1.2315
39247	2.0000	1.2369	1.2315
39248	2.0000	1.2369	1.2315
39249	2.0000	1.2369	1.2315
39250	0.0000	0.0000	0.0000
39251	2.0000	1.2369	1.2315
39252	2.0000	1.2369	1.2315
39253	1.0000	0.6184	0.6158
39254	2.0000	1.2369	1.2315
39255	2.0000	1.2369	1.2315
39256	1.0000	0.6184	0.6158
39257	0.0000	0.0000	0.0000
39258	2.0000	1.2369	1.2315
39259	2.0000	1.2369	1.2315
39260	2.0000	1.2369	1.2315
39261	1.0000	0.6184	0.6158
39262	2.0000	1.2369	1.2315
39263	1.0000	0.6184	0.6158
39264	2.0000	1.2369	1.2315
39265	0.0000	0.0000	0.0000
39266	2.0000	1.2369	1.2315
39267	2.0000	1.2369	1.2315
39268	2.0000	1.2369	1.2315
39269	2.0000	1.2369	1.2315
39270	2.0000	1.2369	1.2315
39271	1.0000	0.6184	0.6158
39272	1.0000	0.6184	0.6158
39273	2.0000	1.2369	1.2315
39274	2.0000	1.2369	1.2315
39275	2.0000	1.2369	1.2315
39276	2.0000	1.2369	1.2315
39277	2.0000	1.2369	1.2315
39278	2.0000	1.2369	1.2315
39279	2.0000	1.2369	1.2315
39280	1.0000	0.6184	0.6158
39281	2.0000	1.2369	1.2315
39282	2.0000	1.2369	1.2315
39283	1.0000	0.6184	0.6158
39284	1.0000	0.6184	0.6158
39285	1.0000	0.6184	0.6158
39286	2.0000	1.2369	1.2315
39287	2.0000	1.2369	1.2315
39288	2.0000	1.2369	1.2315
39289	2.0000	1.2369	1.2315
39290	0.0000	0.0000	0.0000
39291	2.0000	1.2369	1.2315
39292	2.0000	1.2369	1.2315
39293	2.0000	1.2369	1.2315
39294	1.0000	0.6184	0.6158
39295	2.0000	1.2369	1.2315
39296	2.0000	1.2369	1.2315
39297	2.0000	1.2369	1.2315
39298	2.0000	1.2369	1.2315
39299	1.0000	0.6184	0.6158
39300	1.0000	0.6184	0.6158
39301	0.0000	0.0000	0.0000
39302	2.0000	1.2369	1.2315
39303	2.0000	1.2369	1.2315
39304	2.0000	1.2369	1.2315
39305	2.0000	1.2369	1.2315
39306	2.0000	1.2369	1.2315
39307	2.0000	1.2369	1.2315
39308	2.0000	1.2369	1.2315
39309	1.0000	0.6184	0.6158
39310	1.0000	0.6184	0.6158
39311	2.0000	1.2369	1.2315
39312	2.0000	1.2369	1.2315
39313	2.0000	1.2369	1.2315
39314	2.0000	1.2369	1.2315
39315	2.0000	1.2369	1.2315
39316	1.0000	0.6184	0.6158
39317	1.0000	0.6184	0.6158
39318	1.0000	0.6184	0.6158
39319	1.0000	0.6184	0.6158
39320	2.0000	1.2369	1.2315
39321	2.0000	1.2369	1.2315
39322	2.0000	1.2369	1.2315
39323	1.0000	0.6184	0.6158
39324	2.0000	1.2369	1.2315
39325	2.0000	1.2369	1.2315
39326	2.0000	1.2369	1.2315
39327	2.0000	1.2369	1.2315
39328	2.0000	1.2369	1.2315
39329	2.0000	1.2369	1.2315
39330	2.0000	1.2369	1.2315
39331	1.0000	0.6184	0.6158
39332	2.0000	1.2369	1.2315
39333	1.0000	0.6184	0.6158
39334	2.0000	1.2369	1.2315
39335	2.0000	1.2369	1.2315
39336	2.0000	1.2369	1.2315
39337	2.0000	1.2369	1.2315
39338	1.0000	0.6184	0.6158
39339	1.0000	0.6184	0.6158
39340	2.0000	1.2369	1.2315
39341	2.0000	1.2369	1.2315
39342	2.0000	1.2369	1.2315
39343	2.0000	1.2369	1.2315
39344	1.0000	0.6184	0.6158
39345	2.0000	1.2369	1.2315
39346	2.0000	1.2369	1.2315
39347	1.0000	0.6184	0.6158
39348	2.0000	1.2369	1.2315
39349	2.0000	1.2369	1.2315
39350	2.0000	1.2369	1.2315
39351	0.0000	0.0000	0.0000
39352	1.0000	0.6184	0.6158
39353	2.0000	1.2369	1.2315
39354	2.0000	1.2369	1.2315
39355	2.0000	1.2369	1.2315
39356	1.0000	0.6184	0.6158
39357	2.0000	1.2369	1.2315
39358	1.0000	0.6184	0.6158
39359	2.0000	1.2369	1.2315
39360	2.0000	1.2369	1.2315
39361	2.0000	1.2369	1.2315
39362	2.0000	1.2369	1.2315
39363	2.0000	1.2369	1.2315
39364	0.0000	0.0000	0.0000
39365	2.0000	1.2369	1.2315
39366	2.0000	1.2369	1.2315
39367	2.0000	1.2369	1.2315
39368	2.0000	1.2369	1.2315
39369	1.0000	0.6184	0.6158
39370	2.0000	1.2369	1.2315
39371	2.0000	1.2369	1.2315
39372	2.0000	1.2369	1.2315
39373	0.0000	0.0000	0.0000
39374	1.0000	0.6184	0.6158
39375	1.0000	0.6184	0.6158
39376	1.0000	0.6184	0.6158
39377	0.0000	0.0000	0.0000
39378	2.0000	1.2369	1.2315
39379	1.0000	0.6184	0.6158
39380	1.0000	0.6184	0.6158
39381	2.0000	1.2369	1.2315
39382	2.0000	1.2369	1.2315
39383	2.0000	1.2369	1.2315
39384	1.0000	0.6184	0.6158
39385	2.0000	1.2369	1.2315
39386	2.0000	1.2369	1.2315
39387	1.0000	0.6184	0.6158
39388	2.0000	1.2369	1.2315
39389	2.0000	1.2369	1.2315
39390	2.0000	1.2369	1.2315
39391	1.0000	0.6184	0.6158
39392	0.0000	0.0000	0.0000
39393	1.0000	0.6184	0.6158
39394	2.0000	1.2369	1.2315
39395	1.0000	0.6184	0.6158
39396	1.0000	0.6184	0.6158
39397	2.0000	1.2369	1.2315
39398	2.0000	1.2369	1.2315
39399	2.0000	1.2369	1.2315
39400	2.0000	1.2369	1.2315
39401	2.0000	1.2369	1.2315
39402	2.0000	1.2369	1.2315
39403	2.0000	1.2369	1.2315
39404	1.0000	0.6184	0.6158
39405	2.0000	1.2369	1.2315
39406	2.0000	1.2369	1.2315
39407	0.0000	0.0000	0.0000
39408	1.0000	0.6184	0.6158
39409	1.0000	0.6184	0.6158
39410	2.0000	1.2369	1.2315
39411	1.0000	0.6184	0.6158
39412	2.0000	1.2369	1.2315
39413	1.0000	0.6184	0.6158
39414	1.0000	0.6184	0.6158
39415	2.0000	1.2369	1.2315
39416	2.0000	1.2369	1.2315
39417	2.0000	1.2369	1.2315
39418	2.0000	1.2369	1.2315
39419	2.0000	1.2369	1.2315
39420	2.0000	1.2369	1.2315
39421	1.0000	0.6184	0.6158
39422	2.0000	1.2369	1.2315
39423	2.0000	1.2369	1.2315
39424	1.0000	0.6184	0.6158
39425	2.0000	1.2369	1.2315
39426	1.0000	0.6184	0.6158
39427	1.0000	0.6184	0.6158
39428	2.0000	1.2369	1.2315
39429	1.0000	0.6184	0.6158
39430	2.0000	1.2369	1.2315
39431	2.0000	1.2369	1.2315
39432	1.0000	0.6184	0.6158
