Tree	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
39563	2.0000	0.6042	0.5908
39564	6.0000	1.8127	1.7725
39565	3.0000	0.9063	0.8863
39566	4.0000	1.2085	1.1817
39567	6.0000	1.8127	1.7725
39568	4.0000	1.2085	1.1817
39569	3.0000	0.9063	0.8863
39570	2.0000	0.6042	0.5908
39571	2.0000	0.6042	0.5908
39572	4.0000	1.2085	1.1817
39573	3.0000	0.9063	0.8863
39574	4.0000	1.2085	1.1817
39575	3.0000	0.9063	0.8863
39576	3.0000	0.9063	0.8863
39577	2.0000	0.6042	0.5908
39578	0.0000	0.0000	0.0000
39579	6.0000	1.8127	1.7725
39580	4.0000	1.2085	1.1817
39581	4.0000	1.2085	1.1817
39582	3.0000	0.9063	0.8863
39583	6.0000	1.8127	1.7725
39584	4.0000	1.2085	1.1817
39585	3.0000	0.9063	0.8863
39586	4.0000	1.2085	1.1817
39587	3.0000	0.9063	0.8863
39588	3.0000	0.9063	0.8863
39589	3.0000	0.9063	0.8863
39590	4.0000	1.2085	1.1817
39591	6.0000	1.8127	1.7725
39592	3.0000	0.9063	0.8863
39593	3.0000	0.9063	0.8863
39594	3.0000	0.9063	0.8863
39595	2.0000	0.6042	0.5908
39596	3.0000	0.9063	0.8863
39597	0.0000	0.0000	0.0000
39598	3.0000	0.9063	0.8863
39599	4.0000	1.2085	1.1817
39600	4.0000	1.2085	1.1817
39601	2.0000	0.6042	0.5908
39602	4.0000	1.2085	1.1817
39603	4.0000	1.2085	1.1817
39604	3.0000	0.9063	0.8863
39605	4.0000	1.2085	1.1817
39606	3.0000	0.9063	0.8863
39607	4.0000	1.2085	1.1817
39608	2.0000	0.6042	0.5908
39609	3.0000	0.9063	0.8863
39610	3.0000	0.9063	0.8863
39611	3.0000	0.9063	0.8863
39612	2.0000	0.6042	0.5908
39613	3.0000	0.9063	0.8863
39614	3.0000	0.9063	0.8863
39615	4.0000	1.2085	1.1817
39616	6.0000	1.8127	1.7725
39617	4.0000	1.2085	1.1817
39618	3.0000	0.9063	0.8863
39619	4.0000	1.2085	1.1817
39620	3.0000	0.9063	0.8863
39621	4.0000	1.2085	1.1817
39622	3.0000	0.9063	0.8863
39623	3.0000	0.9063	0.8863
39624	4.0000	1.2085	1.1817
39625	3.0000	0.9063	0.8863
39626	6.0000	1.8127	1.7725
39627	6.0000	1.8127	1.7725
39628	3.0000	0.9063	0.8863
39629	2.0000	0.6042	0.5908
39630	3.0000	0.9063	0.8863
39631	3.0000	0.9063	0.8863
39632	4.0000	1.2085	1.1817
39633	4.0000	1.2085	1.1817
39634	2.0000	0.6042	0.5908
39635	4.0000	1.2085	1.1817
39636	3.0000	0.9063	0.8863
39637	4.0000	1.2085	1.1817
39638	0.0000	0.0000	0.0000
39639	4.0000	1.2085	1.1817
39640	3.0000	0.9063	0.8863
39641	4.0000	1.2085	1.1817
39642	6.0000	1.8127	1.7725
39643	6.0000	1.8127	1.7725
39644	4.0000	1.2085	1.1817
39645	3.0000	0.9063	0.8863
39646	4.0000	1.2085	1.1817
39647	0.0000	0.0000	0.0000
39648	3.0000	0.9063	0.8863
39649	4.0000	1.2085	1.1817
39650	3.0000	0.9063	0.8863
39651	4.0000	1.2085	1.1817
39652	6.0000	1.8127	1.7725
39653	4.0000	1.2085	1.1817
39654	3.0000	0.9063	0.8863
39655	6.0000	1.8127	1.7725
39656	4.0000	1.2085	1.1817
39657	2.0000	0.6042	0.5908
39658	3.0000	0.9063	0.8863
39659	3.0000	0.9063	0.8863
39660	3.0000	0.9063	0.8863
39661	6.0000	1.8127	1.7725
39662	3.0000	0.9063	0.8863
39663	2.0000	0.6042	0.5908
39664	3.0000	0.9063	0.8863
39665	6.0000	1.8127	1.7725
39666	3.0000	0.9063	0.8863
39667	2.0000	0.6042	0.5908
39668	3.0000	0.9063	0.8863
39669	4.0000	1.2085	1.1817
39670	3.0000	0.9063	0.8863
39671	3.0000	0.9063	0.8863
39672	3.0000	0.9063	0.8863
39673	4.0000	1.2085	1.1817
39674	2.0000	0.6042	0.5908
39675	3.0000	0.9063	0.8863
39676	6.0000	1.8127	1.7725
39677	2.0000	0.6042	0.5908
39678	3.0000	0.9063	0.8863
39679	2.0000	0.6042	0.5908
39680	3.0000	0.9063	0.8863
39681	3.0000	0.9063	0.8863
39682	4.0000	1.2085	1.1817
39683	2.0000	0.6042	0.5908
39684	4.0000	1.2085	1.1817
39685	4.0000	1.2085	1.1817
39686	3.0000	0.9063	0.8863
39687	3.0000	0.9063	0.8863
39688	6.0000	1.8127	1.7725
39689	3.0000	0.9063	0.8863
39690	4.0000	1.2085	1.1817
39691	3.0000	0.9063	0.8863
39692	3.0000	0.9063	0.8863
39693	2.0000	0.6042	0.5908
39694	3.0000	0.9063	0.8863
39695	4.0000	1.2085	1.1817
39696	3.0000	0.9063	0.8863
39697	3.0000	0.9063	0.8863
39698	6.0000	1.8127	1.7725
39699	3.0000	0.9063	0.8863
39700	3.0000	0.9063	0.8863
39701	3.0000	0.9063	0.8863
39702	3.0000	0.9063	0.8863
39703	2.0000	0.6042	0.5908
39704	4.0000	1.2085	1.1817
39705	3.0000	0.9063	0.8863
39706	3.0000	0.9063	0.8863
39707	4.0000	1.2085	1.1817
39708	4.0000	1.2085	1.1817
39709	3.0000	0.9063	0.8863
39710	3.0000	0.9063	0.8863
39711	0.0000	0.0000	0.0000
39712	3.0000	0.9063	0.8863
39713	4.0000	1.2085	1.1817
39714	3.0000	0.9063	0.8863
39715	4.0000	1.2085	1.1817
39716	2.0000	0.6042	0.5908
39717	0.0000	0.0000	0.0000
39718	6.0000	1.8127	1.7725
39719	3.0000	0.9063	0.8863
39720	2.0000	0.6042	0.5908
39721	3.0000	0.9063	0.8863
39722	4.0000	1.2085	1.1817
39723	4.0000	1.2085	1.1817
39724	4.0000	1.2085	1.1817
39725	4.0000	1.2085	1.1817
39726	4.0000	1.2085	1.1817
39727	4.0000	1.2085	1.1817
39728	2.0000	0.6042	0.5908
39729	3.0000	0.9063	0.8863
39730	4.0000	1.2085	1.1817
39731	6.0000	1.8127	1.7725
39732	3.0000	0.9063	0.8863
39733	4.0000	1.2085	1.1817
39734	0.0000	0.0000	0.0000
39735	3.0000	0.9063	0.8863
39736	6.0000	1.8127	1.7725
39737	6.0000	1.8127	1.7725
39738	4.0000	1.2085	1.1817
39739	6.0000	1.8127	1.7725
39740	3.0000	0.9063	0.8863
39741	2.0000	0.6042	0.5908
39742	3.0000	0.9063	0.8863
39743	2.0000	0.6042	0.5908
39744	3.0000	0.9063	0.8863
39745	3.0000	0.9063	0.8863
39746	4.0000	1.2085	1.1817
39747	3.0000	0.9063	0.8863
39748	3.0000	0.9063	0.8863
39749	4.0000	1.2085	1.1817
39750	3.0000	0.9063	0.8863
39751	0.0000	0.0000	0.0000
39752	3.0000	0.9063	0.8863
39753	3.0000	0.9063	0.8863
39754	3.0000	0.9063	0.8863
39755	3.0000	0.9063	0.8863
39756	4.0000	1.2085	1.1817
39757	4.0000	1.2085	1.1817
39758	2.0000	0.6042	0.5908
39759	4.0000	1.2085	1.1817
39760	3.0000	0.9063	0.8863
39761	0.0000	0.0000	0.0000
39762	3.0000	0.9063	0.8863
39763	3.0000	0.9063	0.8863
39764	3.0000	0.9063	0.8863
39765	4.0000	1.2085	1.1817
39766	4.0000	1.2085	1.1817
39767	4.0000	1.2085	1.1817
39768	4.0000	1.2085	1.1817
39769	2.0000	0.6042	0.5908
39770	2.0000	0.6042	0.5908
39771	3.0000	0.9063	0.8863
39772	4.0000	1.2085	1.1817
39773	2.0000	0.6042	0.5908
39774	4.0000	1.2085	1.1817
39775	2.0000	0.6042	0.5908
39776	3.0000	0.9063	0.8863
39777	4.0000	1.2085	1.1817
39778	4.0000	1.2085	1.1817
39779	3.0000	0.9063	0.8863
39780	4.0000	1.2085	1.1817
39781	4.0000	1.2085	1.1817
39782	3.0000	0.9063	0.8863
39783	3.0000	0.9063	0.8863
39784	3.0000	0.9063	0.8863
39785	0.0000	0.0000	0.0000
39786	2.0000	0.6042	0.5908
39787	0.0000	0.0000	0.0000
39788	4.0000	1.2085	1.1817
39789	3.0000	0.9063	0.8863
39790	3.0000	0.9063	0.8863
39791	2.0000	0.6042	0.5908
39792	3.0000	0.9063	0.8863
39793	3.0000	0.9063	0.8863
39794	3.0000	0.9063	0.8863
39795	6.0000	1.8127	1.7725
39796	2.0000	0.6042	0.5908
39797	6.0000	1.8127	1.7725
39798	3.0000	0.9063	0.8863
39799	3.0000	0.9063	0.8863
39800	3.0000	0.9063	0.8863
39801	3.0000	0.9063	0.8863
39802	6.0000	1.8127	1.7725
39803	2.0000	0.6042	0.5908
39804	2.0000	0.6042	0.5908
39805	3.0000	0.9063	0.8863
39806	4.0000	1.2085	1.1817
39807	4.0000	1.2085	1.1817
39808	3.0000	0.9063	0.8863
39809	3.0000	0.9063	0.8863
39810	3.0000	0.9063	0.8863
39811	3.0000	0.9063	0.8863
39812	3.0000	0.9063	0.8863
39813	4.0000	1.2085	1.1817
39814	3.0000	0.9063	0.8863
39815	3.0000	0.9063	0.8863
39816	4.0000	1.2085	1.1817
39817	2.0000	0.6042	0.5908
39818	3.0000	0.9063	0.8863
39819	3.0000	0.9063	0.8863
39820	6.0000	1.8127	1.7725
39821	3.0000	0.9063	0.8863
39822	2.0000	0.6042	0.5908
39823	3.0000	0.9063	0.8863
39824	3.0000	0.9063	0.8863
39825	4.0000	1.2085	1.1817
39826	3.0000	0.9063	0.8863
39827	3.0000	0.9063	0.8863
39828	3.0000	0.9063	0.8863
39829	6.0000	1.8127	1.7725
39830	4.0000	1.2085	1.1817
39831	4.0000	1.2085	1.1817
39832	3.0000	0.9063	0.8863
39833	3.0000	0.9063	0.8863
39834	3.0000	0.9063	0.8863
39835	3.0000	0.9063	0.8863
39836	3.0000	0.9063	0.8863
39837	3.0000	0.9063	0.8863
39838	4.0000	1.2085	1.1817
39839	0.0000	0.0000	0.0000
39840	4.0000	1.2085	1.1817
39841	2.0000	0.6042	0.5908
39842	3.0000	0.9063	0.8863
39843	2.0000	0.6042	0.5908
39844	3.0000	0.9063	0.8863
39845	3.0000	0.9063	0.8863
39846	2.0000	0.6042	0.5908
39847	4.0000	1.2085	1.1817
39848	2.0000	0.6042	0.5908
39849	3.0000	0.9063	0.8863
39850	3.0000	0.9063	0.8863
39851	3.0000	0.9063	0.8863
39852	4.0000	1.2085	1.1817
39853	2.0000	0.6042	0.5908
39854	3.0000	0.9063	0.8863
39855	3.0000	0.9063	0.8863
39856	2.0000	0.6042	0.5908
39857	4.0000	1.2085	1.1817
39858	4.0000	1.2085	1.1817
39859	4.0000	1.2085	1.1817
39860	3.0000	0.9063	0.8863
39861	3.0000	0.9063	0.8863
39862	3.0000	0.9063	0.8863
39863	4.0000	1.2085	1.1817
39864	4.0000	1.2085	1.1817
39865	0.0000	0.0000	0.0000
39866	3.0000	0.9063	0.8863
39867	3.0000	0.9063	0.8863
39868	4.0000	1.2085	1.1817
39869	4.0000	1.2085	1.1817
39870	3.0000	0.9063	0.8863
39871	3.0000	0.9063	0.8863
39872	3.0000	0.9063	0.8863
39873	3.0000	0.9063	0.8863
39874	3.0000	0.9063	0.8863
39875	3.0000	0.9063	0.8863
39876	4.0000	1.2085	1.1817
39877	4.0000	1.2085	1.1817
39878	3.0000	0.9063	0.8863
39879	3.0000	0.9063	0.8863
39880	4.0000	1.2085	1.1817
39881	3.0000	0.9063	0.8863
39882	3.0000	0.9063	0.8863
39883	3.0000	0.9063	0.8863
39884	2.0000	0.6042	0.5908
39885	2.0000	0.6042	0.5908
39886	2.0000	0.6042	0.5908
39887	4.0000	1.2085	1.1817
39888	3.0000	0.9063	0.8863
39889	4.0000	1.2085	1.1817
39890	4.0000	1.2085	1.1817
39891	4.0000	1.2085	1.1817
39892	2.0000	0.6042	0.5908
39893	3.0000	0.9063	0.8863
39894	6.0000	1.8127	1.7725
39895	3.0000	0.9063	0.8863
39896	3.0000	0.9063	0.8863
39897	4.0000	1.2085	1.1817
39898	4.0000	1.2085	1.1817
39899	3.0000	0.9063	0.8863
39900	3.0000	0.9063	0.8863
39901	4.0000	1.2085	1.1817
39902	0.0000	0.0000	0.0000
39903	3.0000	0.9063	0.8863
39904	3.0000	0.9063	0.8863
39905	6.0000	1.8127	1.7725
39906	3.0000	0.9063	0.8863
39907	4.0000	1.2085	1.1817
39908	3.0000	0.9063	0.8863
39909	6.0000	1.8127	1.7725
39910	3.0000	0.9063	0.8863
39911	4.0000	1.2085	1.1817
39912	4.0000	1.2085	1.1817
39913	3.0000	0.9063	0.8863
39914	3.0000	0.9063	0.8863
39915	3.0000	0.9063	0.8863
39916	3.0000	0.9063	0.8863
39917	2.0000	0.6042	0.5908
39918	4.0000	1.2085	1.1817
39919	3.0000	0.9063	0.8863
39920	4.0000	1.2085	1.1817
39921	4.0000	1.2085	1.1817
39922	4.0000	1.2085	1.1817
39923	3.0000	0.9063	0.8863
39924	4.0000	1.2085	1.1817
39925	4.0000	1.2085	1.1817
39926	3.0000	0.9063	0.8863
39927	6.0000	1.8127	1.7725
39928	6.0000	1.8127	1.7725
39929	0.0000	0.0000	0.0000
39930	3.0000	0.9063	0.8863
39931	3.0000	0.9063	0.8863
39932	4.0000	1.2085	1.1817
39933	4.0000	1.2085	1.1817
39934	4.0000	1.2085	1.1817
39935	4.0000	1.2085	1.1817
39936	4.0000	1.2085	1.1817
39937	2.0000	0.6042	0.5908
39938	3.0000	0.9063	0.8863
39939	3.0000	0.9063	0.8863
39940	3.0000	0.9063	0.8863
39941	6.0000	1.8127	1.7725
39942	3.0000	0.9063	0.8863
39943	4.0000	1.2085	1.1817
39944	3.0000	0.9063	0.8863
39945	4.0000	1.2085	1.1817
39946	3.0000	0.9063	0.8863
39947	3.0000	0.9063	0.8863
39948	3.0000	0.9063	0.8863
39949	3.0000	0.9063	0.8863
39950	4.0000	1.2085	1.1817
39951	4.0000	1.2085	1.1817
39952	2.0000	0.6042	0.5908
39953	6.0000	1.8127	1.7725
39954	3.0000	0.9063	0.8863
39955	4.0000	1.2085	1.1817
39956	4.0000	1.2085	1.1817
39957	4.0000	1.2085	1.1817
39958	3.0000	0.9063	0.8863
39959	3.0000	0.9063	0.8863
39960	2.0000	0.6042	0.5908
39961	4.0000	1.2085	1.1817
39962	3.0000	0.9063	0.8863
39963	3.0000	0.9063	0.8863
39964	4.0000	1.2085	1.1817
39965	3.0000	0.9063	0.8863
39966	4.0000	1.2085	1.1817
39967	3.0000	0.9063	0.8863
39968	3.0000	0.9063	0.8863
39969	6.0000	1.8127	1.7725
39970	2.0000	0.6042	0.5908
39971	6.0000	1.8127	1.7725
39972	4.0000	1.2085	1.1817
39973	3.0000	0.9063	0.8863
39974	3.0000	0.9063	0.8863
39975	3.0000	0.9063	0.8863
39976	4.0000	1.2085	1.1817
39977	2.0000	0.6042	0.5908
39978	3.0000	0.9063	0.8863
39979	2.0000	0.6042	0.5908
39980	2.0000	0.6042	0.5908
39981	3.0000	0.9063	0.8863
39982	6.0000	1.8127	1.7725
39983	4.0000	1.2085	1.1817
39984	0.0000	0.0000	0.0000
39985	4.0000	1.2085	1.1817
39986	6.0000	1.8127	1.7725
39987	2.0000	0.6042	0.5908
39988	3.0000	0.9063	0.8863
39989	6.0000	1.8127	1.7725
39990	3.0000	0.9063	0.8863
39991	2.0000	0.6042	0.5908
39992	2.0000	0.6042	0.5908
39993	3.0000	0.9063	0.8863
39994	3.0000	0.9063	0.8863
39995	0.0000	0.0000	0.0000
39996	3.0000	0.9063	0.8863
39997	3.0000	0.9063	0.8863
39998	4.0000	1.2085	1.1817
39999	3.0000	0.9063	0.8863
40000	3.0000	0.9063	0.8863
40001	0.0000	0.0000	0.0000
40002	3.0000	0.9063	0.8863
40003	3.0000	0.9063	0.8863
40004	3.0000	0.9063	0.8863
40005	3.0000	0.9063	0.8863
40006	3.0000	0.9063	0.8863
40007	3.0000	0.9063	0.8863
40008	3.0000	0.9063	0.8863
40009	3.0000	0.9063	0.8863
40010	4.0000	1.2085	1.1817
40011	6.0000	1.8127	1.7725
40012	3.0000	0.9063	0.8863
40013	3.0000	0.9063	0.8863
40014	3.0000	0.9063	0.8863
40015	2.0000	0.6042	0.5908
40016	4.0000	1.2085	1.1817
40017	4.0000	1.2085	1.1817
40018	6.0000	1.8127	1.7725
40019	0.0000	0.0000	0.0000
40020	3.0000	0.9063	0.8863
40021	6.0000	1.8127	1.7725
40022	3.0000	0.9063	0.8863
40023	4.0000	1.2085	1.1817
40024	3.0000	0.9063	0.8863
40025	4.0000	1.2085	1.1817
40026	3.0000	0.9063	0.8863
40027	4.0000	1.2085	1.1817
40028	3.0000	0.9063	0.8863
40029	4.0000	1.2085	1.1817
40030	3.0000	0.9063	0.8863
40031	3.0000	0.9063	0.8863
40032	3.0000	0.9063	0.8863
40033	3.0000	0.9063	0.8863
40034	2.0000	0.6042	0.5908
40035	6.0000	1.8127	1.7725
40036	3.0000	0.9063	0.8863
40037	3.0000	0.9063	0.8863
40038	6.0000	1.8127	1.7725
40039	3.0000	0.9063	0.8863
40040	2.0000	0.6042	0.5908
40041	2.0000	0.6042	0.5908
40042	0.0000	0.0000	0.0000
40043	3.0000	0.9063	0.8863
40044	4.0000	1.2085	1.1817
40045	3.0000	0.9063	0.8863
40046	6.0000	1.8127	1.7725
40047	2.0000	0.6042	0.5908
40048	3.0000	0.9063	0.8863
40049	3.0000	0.9063	0.8863
40050	2.0000	0.6042	0.5908
40051	3.0000	0.9063	0.8863
40052	4.0000	1.2085	1.1817
40053	4.0000	1.2085	1.1817
40054	3.0000	0.9063	0.8863
40055	4.0000	1.2085	1.1817
40056	4.0000	1.2085	1.1817
40057	6.0000	1.8127	1.7725
40058	3.0000	0.9063	0.8863
40059	2.0000	0.6042	0.5908
40060	3.0000	0.9063	0.8863
40061	4.0000	1.2085	1.1817
40062	3.0000	0.9063	0.8863
40063	3.0000	0.9063	0.8863
40064	6.0000	1.8127	1.7725
40065	3.0000	0.9063	0.8863
40066	4.0000	1.2085	1.1817
40067	3.0000	0.9063	0.8863
40068	4.0000	1.2085	1.1817
40069	3.0000	0.9063	0.8863
40070	4.0000	1.2085	1.1817
40071	3.0000	0.9063	0.8863
40072	6.0000	1.8127	1.7725
40073	3.0000	0.9063	0.8863
40074	6.0000	1.8127	1.7725
40075	3.0000	0.9063	0.8863
40076	4.0000	1.2085	1.1817
40077	2.0000	0.6042	0.5908
40078	6.0000	1.8127	1.7725
40079	3.0000	0.9063	0.8863
40080	4.0000	1.2085	1.1817
40081	0.0000	0.0000	0.0000
40082	3.0000	0.9063	0.8863
40083	3.0000	0.9063	0.8863
40084	2.0000	0.6042	0.5908
40085	3.0000	0.9063	0.8863
40086	3.0000	0.9063	0.8863
40087	3.0000	0.9063	0.8863
40088	4.0000	1.2085	1.1817
40089	3.0000	0.9063	0.8863
40090	3.0000	0.9063	0.8863
40091	2.0000	0.6042	0.5908
40092	3.0000	0.9063	0.8863
40093	2.0000	0.6042	0.5908
40094	3.0000	0.9063	0.8863
40095	3.0000	0.9063	0.8863
40096	2.0000	0.6042	0.5908
40097	4.0000	1.2085	1.1817
40098	4.0000	1.2085	1.1817
40099	3.0000	0.9063	0.8863
40100	3.0000	0.9063	0.8863
40101	3.0000	0.9063	0.8863
40102	2.0000	0.6042	0.5908
40103	6.0000	1.8127	1.7725
40104	3.0000	0.9063	0.8863
40105	3.0000	0.9063	0.8863
40106	3.0000	0.9063	0.8863
40107	6.0000	1.8127	1.7725
40108	4.0000	1.2085	1.1817
40109	4.0000	1.2085	1.1817
40110	3.0000	0.9063	0.8863
40111	3.0000	0.9063	0.8863
40112	4.0000	1.2085	1.1817
40113	6.0000	1.8127	1.7725
40114	6.0000	1.8127	1.7725
40115	3.0000	0.9063	0.8863
40116	3.0000	0.9063	0.8863
40117	4.0000	1.2085	1.1817
40118	6.0000	1.8127	1.7725
40119	4.0000	1.2085	1.1817
40120	3.0000	0.9063	0.8863
40121	4.0000	1.2085	1.1817
40122	3.0000	0.9063	0.8863
40123	3.0000	0.9063	0.8863
40124	4.0000	1.2085	1.1817
40125	2.0000	0.6042	0.5908
40126	0.0000	0.0000	0.0000
40127	3.0000	0.9063	0.8863
40128	3.0000	0.9063	0.8863
40129	2.0000	0.6042	0.5908
40130	3.0000	0.9063	0.8863
40131	4.0000	1.2085	1.1817
40132	4.0000	1.2085	1.1817
40133	0.0000	0.0000	0.0000
40134	4.0000	1.2085	1.1817
40135	2.0000	0.6042	0.5908
40136	0.0000	0.0000	0.0000
40137	3.0000	0.9063	0.8863
40138	2.0000	0.6042	0.5908
40139	4.0000	1.2085	1.1817
40140	3.0000	0.9063	0.8863
40141	3.0000	0.9063	0.8863
40142	6.0000	1.8127	1.7725
40143	4.0000	1.2085	1.1817
40144	3.0000	0.9063	0.8863
40145	6.0000	1.8127	1.7725
40146	3.0000	0.9063	0.8863
40147	3.0000	0.9063	0.8863
40148	4.0000	1.2085	1.1817
40149	6.0000	1.8127	1.7725
40150	2.0000	0.6042	0.5908
40151	3.0000	0.9063	0.8863
40152	2.0000	0.6042	0.5908
40153	4.0000	1.2085	1.1817
40154	4.0000	1.2085	1.1817
40155	3.0000	0.9063	0.8863
40156	6.0000	1.8127	1.7725
40157	3.0000	0.9063	0.8863
40158	4.0000	1.2085	1.1817
40159	4.0000	1.2085	1.1817
40160	3.0000	0.9063	0.8863
40161	3.0000	0.9063	0.8863
40162	2.0000	0.6042	0.5908
40163	4.0000	1.2085	1.1817
40164	4.0000	1.2085	1.1817
40165	4.0000	1.2085	1.1817
40166	2.0000	0.6042	0.5908
40167	4.0000	1.2085	1.1817
40168	3.0000	0.9063	0.8863
40169	3.0000	0.9063	0.8863
40170	2.0000	0.6042	0.5908
40171	2.0000	0.6042	0.5908
40172	3.0000	0.9063	0.8863
40173	3.0000	0.9063	0.8863
40174	3.0000	0.9063	0.8863
40175	4.0000	1.2085	1.1817
40176	2.0000	0.6042	0.5908
40177	3.0000	0.9063	0.8863
40178	4.0000	1.2085	1.1817
40179	6.0000	1.8127	1.7725
40180	3.0000	0.9063	0.8863
40181	3.0000	0.9063	0.8863
40182	4.0000	1.2085	1.1817
40183	4.0000	1.2085	1.1817
40184	3.0000	0.9063	0.8863
40185	4.0000	1.2085	1.1817
40186	3.0000	0.9063	0.8863
40187	4.0000	1.2085	1.1817
40188	3.0000	0.9063	0.8863
40189	6.0000	1.8127	1.7725
40190	3.0000	0.9063	0.8863
40191	3.0000	0.9063	0.8863
40192	3.0000	0.9063	0.8863
40193	3.0000	0.9063	0.8863
40194	3.0000	0.9063	0.8863
40195	3.0000	0.9063	0.8863
40196	4.0000	1.2085	1.1817
40197	4.0000	1.2085	1.1817
40198	4.0000	1.2085	1.1817
40199	3.0000	0.9063	0.8863
40200	4.0000	1.2085	1.1817
40201	4.0000	1.2085	1.1817
40202	3.0000	0.9063	0.8863
40203	6.0000	1.8127	1.7725
40204	6.0000	1.8127	1.7725
40205	2.0000	0.6042	0.5908
40206	4.0000	1.2085	1.1817
40207	4.0000	1.2085	1.1817
40208	3.0000	0.9063	0.8863
40209	4.0000	1.2085	1.1817
40210	6.0000	1.8127	1.7725
40211	4.0000	1.2085	1.1817
40212	4.0000	1.2085	1.1817
40213	6.0000	1.8127	1.7725
40214	3.0000	0.9063	0.8863
40215	2.0000	0.6042	0.5908
40216	3.0000	0.9063	0.8863
40217	3.0000	0.9063	0.8863
40218	4.0000	1.2085	1.1817
40219	4.0000	1.2085	1.1817
40220	4.0000	1.2085	1.1817
40221	3.0000	0.9063	0.8863
40222	4.0000	1.2085	1.1817
40223	3.0000	0.9063	0.8863
40224	3.0000	0.9063	0.8863
40225	6.0000	1.8127	1.7725
40226	4.0000	1.2085	1.1817
40227	3.0000	0.9063	0.8863
40228	3.0000	0.9063	0.8863
40229	3.0000	0.9063	0.8863
40230	3.0000	0.9063	0.8863
40231	3.0000	0.9063	0.8863
40232	3.0000	0.9063	0.8863
40233	3.0000	0.9063	0.8863
40234	4.0000	1.2085	1.1817
40235	3.0000	0.9063	0.8863
40236	3.0000	0.9063	0.8863
40237	6.0000	1.8127	1.7725
40238	2.0000	0.6042	0.5908
40239	3.0000	0.9063	0.8863
40240	0.0000	0.0000	0.0000
40241	6.0000	1.8127	1.7725
40242	6.0000	1.8127	1.7725
40243	3.0000	0.9063	0.8863
40244	3.0000	0.9063	0.8863
40245	3.0000	0.9063	0.8863
40246	4.0000	1.2085	1.1817
40247	2.0000	0.6042	0.5908
40248	2.0000	0.6042	0.5908
40249	0.0000	0.0000	0.0000
40250	2.0000	0.6042	0.5908
40251	4.0000	1.2085	1.1817
40252	4.0000	1.2085	1.1817
40253	6.0000	1.8127	1.7725
40254	2.0000	0.6042	0.5908
40255	4.0000	1.2085	1.1817
40256	4.0000	1.2085	1.1817
40257	4.0000	1.2085	1.1817
40258	0.0000	0.0000	0.0000
40259	4.0000	1.2085	1.1817
40260	4.0000	1.2085	1.1817
40261	3.0000	0.9063	0.8863
40262	4.0000	1.2085	1.1817
40263	3.0000	0.9063	0.8863
40264	3.0000	0.9063	0.8863
40265	4.0000	1.2085	1.1817
40266	3.0000	0.9063	0.8863
40267	3.0000	0.9063	0.8863
40268	4.0000	1.2085	1.1817
40269	3.0000	0.9063	0.8863
40270	3.0000	0.9063	0.8863
40271	3.0000	0.9063	0.8863
40272	3.0000	0.9063	0.8863
40273	2.0000	0.6042	0.5908
40274	3.0000	0.9063	0.8863
40275	6.0000	1.8127	1.7725
40276	6.0000	1.8127	1.7725
40277	3.0000	0.9063	0.8863
40278	3.0000	0.9063	0.8863
40279	3.0000	0.9063	0.8863
40280	2.0000	0.6042	0.5908
40281	3.0000	0.9063	0.8863
40282	3.0000	0.9063	0.8863
40283	3.0000	0.9063	0.8863
40284	4.0000	1.2085	1.1817
40285	3.0000	0.9063	0.8863
40286	4.0000	1.2085	1.1817
40287	4.0000	1.2085	1.1817
40288	2.0000	0.6042	0.5908
40289	3.0000	0.9063	0.8863
40290	3.0000	0.9063	0.8863
40291	4.0000	1.2085	1.1817
40292	4.0000	1.2085	1.1817
40293	6.0000	1.8127	1.7725
40294	2.0000	0.6042	0.5908
40295	4.0000	1.2085	1.1817
40296	2.0000	0.6042	0.5908
40297	3.0000	0.9063	0.8863
40298	6.0000	1.8127	1.7725
40299	3.0000	0.9063	0.8863
40300	3.0000	0.9063	0.8863
40301	3.0000	0.9063	0.8863
40302	3.0000	0.9063	0.8863
40303	6.0000	1.8127	1.7725
40304	3.0000	0.9063	0.8863
40305	6.0000	1.8127	1.7725
40306	4.0000	1.2085	1.1817
40307	3.0000	0.9063	0.8863
40308	3.0000	0.9063	0.8863
40309	3.0000	0.9063	0.8863
40310	4.0000	1.2085	1.1817
40311	3.0000	0.9063	0.8863
40312	3.0000	0.9063	0.8863
40313	4.0000	1.2085	1.1817
40314	4.0000	1.2085	1.1817
40315	3.0000	0.9063	0.8863
40316	2.0000	0.6042	0.5908
40317	3.0000	0.9063	0.8863
40318	4.0000	1.2085	1.1817
40319	3.0000	0.9063	0.8863
40320	3.0000	0.9063	0.8863
40321	0.0000	0.0000	0.0000
40322	3.0000	0.9063	0.8863
40323	0.0000	0.0000	0.0000
40324	3.0000	0.9063	0.8863
40325	4.0000	1.2085	1.1817
40326	2.0000	0.6042	0.5908
40327	3.0000	0.9063	0.8863
40328	4.0000	1.2085	1.1817
40329	4.0000	1.2085	1.1817
40330	3.0000	0.9063	0.8863
40331	3.0000	0.9063	0.8863
40332	6.0000	1.8127	1.7725
40333	3.0000	0.9063	0.8863
40334	2.0000	0.6042	0.5908
40335	4.0000	1.2085	1.1817
40336	3.0000	0.9063	0.8863
40337	2.0000	0.6042	0.5908
